category,sample_id,completeness,has_front,has_back,has_pattern_png,has_pattern_svg,has_sim_obj,has_scan_obj,has_sim_seg,has_scan_seg,has_spec,panel_count,pattern_edge_count,stitch_count,svg_path_count,sim_vertices,sim_faces,sim_lines,scan_vertices,scan_faces,scan_lines
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_013H78IH9F,33.333333,0,0,1,1,0,0,0,0,1,6,39,14,6,0,0,0,0,0,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_01CNGSVIOT,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7555,14876,0,7470,14354,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_01DY46DYJL,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7148,14048,0,7039,13391,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_02HQX7NDS4,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7124,14076,0,7092,13781,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_02VSDEHYU9,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7384,14528,0,7302,14049,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0322FF9X0U,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8066,15939,0,8015,15493,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_06FZ1SZ2CI,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,10104,20039,0,10040,19511,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_07OZOPV6OS,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8226,16281,0,8165,15781,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0B9EKH7Z84,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,13536,26814,0,13418,25454,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0C9A7U6789,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8575,16898,0,8483,16341,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0DA81YGTU4,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,9537,18866,0,9438,18234,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0DMTUI2AO9,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,9349,18479,0,9277,17931,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0DRBM23UW6,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8781,17377,0,8731,16895,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0DTLLTOEU6,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,6269,12279,0,6246,12041,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0DUGGAFNQY,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,5533,10805,0,5432,10428,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0EKDQNTXVK,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8544,16832,0,8426,15939,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0F39WT31XK,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,6274,12405,0,6247,12199,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0FE7XL83MM,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7668,15176,0,7630,14882,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0FQBA3YHHZ,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,5490,10803,0,5462,10584,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0GNV7WU5KX,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7074,13898,0,7004,13482,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0GOCUFU2OL,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,6955,13711,0,6905,13414,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0HBCGP3YEE,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,9567,18928,0,9478,18312,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0HQ4E3T78Y,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7697,15138,0,7583,14394,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0I5TVZUZ5Z,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,6322,12420,0,6231,11998,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0I6R9MGVCM,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,12083,23894,0,11958,22880,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0IWKCT487C,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,4135,8108,0,4126,7974,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0JLTA974XG,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,6822,13424,0,6713,12919,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0KGDESS83I,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7326,14445,0,7276,14052,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0KGEN6O9HC,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,9520,18854,0,9401,18151,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0L2WQVI4OW,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8750,17298,0,8702,16891,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0L608F9BJ4,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,9037,17950,0,8981,17553,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0LBOH5OYQ7,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,5556,10911,0,5508,10654,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0LPCEP9HJD,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8175,16135,0,8085,15564,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0MOXMPZ9M0,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8606,16961,0,8492,16262,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0MSOE4I7FL,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,8657,17123,0,8611,16757,0
jumpsuit_sleeveless_2000,jumpsuit_sleeveless_0NH29YV1E9,100.0,1,1,1,1,1,1,1,1,1,6,39,14,6,7743,15227,0,7621,14601,0
