category,sample_id,completeness,has_front,has_back,has_pattern_png,has_pattern_svg,has_sim_obj,has_scan_obj,has_sim_seg,has_scan_seg,has_spec,panel_count,pattern_edge_count,stitch_count,svg_path_count,sim_vertices,sim_faces,sim_lines,scan_vertices,scan_faces,scan_lines
jacket_hood_2700,jacket_hood_0126ZQVBZN,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12682,24946,0,12654,24637,0
jacket_hood_2700,jacket_hood_01AJ9F7372,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,11737,23090,0,10998,21097,0
jacket_hood_2700,jacket_hood_01FZUILODT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14727,28910,0,14666,28468,0
jacket_hood_2700,jacket_hood_02M59DH5GT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21398,42206,0,20665,40287,0
jacket_hood_2700,jacket_hood_02N068NWE8,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,26535,52324,0,24512,46376,0
jacket_hood_2700,jacket_hood_02SDCQV5CL,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,15183,29788,0,15109,29045,0
jacket_hood_2700,jacket_hood_0318BF2IXF,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10253,20099,0,9187,16136,0
jacket_hood_2700,jacket_hood_034B3AVI70,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,24091,47640,0,23307,45248,0
jacket_hood_2700,jacket_hood_03UOQ6CTRA,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10780,21134,0,10703,20437,0
jacket_hood_2700,jacket_hood_04NLYABXWC,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,15718,30961,0,14943,28692,0
jacket_hood_2700,jacket_hood_05WQQ948XF,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,16729,32976,0,16666,32419,0
jacket_hood_2700,jacket_hood_068QJSEKX0,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10651,20825,0,9884,18172,0
jacket_hood_2700,jacket_hood_06DEKKCXE5,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,18495,36582,0,18487,36347,0
jacket_hood_2700,jacket_hood_06LNK00482,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14104,27662,0,13541,25842,0
jacket_hood_2700,jacket_hood_07G2PWQ70V,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14289,28130,0,14285,27895,0
jacket_hood_2700,jacket_hood_07P00ZFWIG,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23011,45361,0,22961,44345,0
jacket_hood_2700,jacket_hood_07TT235BX8,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23631,46634,0,23626,46005,0
jacket_hood_2700,jacket_hood_07X3LA7HQT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,15615,30660,0,14805,28093,0
jacket_hood_2700,jacket_hood_0872PW5G14,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14280,28139,0,13683,26329,0
jacket_hood_2700,jacket_hood_08BF0ZV4A7,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,24526,48430,0,24468,47573,0
jacket_hood_2700,jacket_hood_08DVK20P5Z,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12798,25082,0,11992,22864,0
jacket_hood_2700,jacket_hood_08YQAZW3FG,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21915,43258,0,19885,37868,0
jacket_hood_2700,jacket_hood_095FW3WBVV,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,33565,66422,0,33261,64818,0
jacket_hood_2700,jacket_hood_09GMBFO9F8,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,11763,22959,0,10956,20508,0
jacket_hood_2700,jacket_hood_09U8UCZYXT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12265,24097,0,12202,23657,0
jacket_hood_2700,jacket_hood_0BHKIUYVRH,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,24627,48621,0,24627,48462,0
jacket_hood_2700,jacket_hood_0C9Z9K8WEM,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,34122,67464,0,33248,62521,0
jacket_hood_2700,jacket_hood_0DBSGIT561,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21329,42209,0,21329,42064,0
jacket_hood_2700,jacket_hood_0DLAB2BSDD,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14056,27672,0,13776,26366,0
jacket_hood_2700,jacket_hood_0E1JX0QEOB,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,17007,33565,0,17005,33330,0
jacket_hood_2700,jacket_hood_0EASTBFA6A,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21309,42037,0,21309,41691,0
jacket_hood_2700,jacket_hood_0F92K3QAH9,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21893,43284,0,21893,42884,0
jacket_hood_2700,jacket_hood_0HQRMAN4WT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,16907,33419,0,16795,32932,0
jacket_hood_2700,jacket_hood_0HX32K2BSS,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,19707,38896,0,18530,34557,0
jacket_hood_2700,jacket_hood_0IGQJMYIVU,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,26126,51643,0,25657,48979,0
jacket_hood_2700,jacket_hood_0J18INBG24,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21942,43340,0,20784,40149,0
jacket_hood_2700,jacket_hood_0JLGTOVVC2,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10527,20696,0,10448,20161,0
jacket_hood_2700,jacket_hood_0JNE82GEOX,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10671,21011,0,9244,16034,0
jacket_hood_2700,jacket_hood_0KIIQGCLVS,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23431,46193,0,23422,45716,0
jacket_hood_2700,jacket_hood_0KUCASTV2G,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21141,41707,0,21110,39922,0
jacket_hood_2700,jacket_hood_0KZDH2IH5I,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,24401,48123,0,24154,45187,0
jacket_hood_2700,jacket_hood_0LH66LGLNT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,26724,52810,0,26411,49335,0
jacket_hood_2700,jacket_hood_0LK3W6CLIN,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,13740,26944,0,13739,26812,0
jacket_hood_2700,jacket_hood_0N6LO9MDBY,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,11278,22173,0,11278,21954,0
jacket_hood_2700,jacket_hood_0N7V3NG34A,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23966,47283,0,23148,43263,0
jacket_hood_2700,jacket_hood_0OC9D35DSH,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,25276,49970,0,24642,47818,0
jacket_hood_2700,jacket_hood_0ONROPIHFR,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12197,23955,0,12197,23789,0
jacket_hood_2700,jacket_hood_0P6VHHFSQT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10131,19796,0,9470,17678,0
jacket_hood_2700,jacket_hood_0PP9GIKE52,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,17723,34958,0,17716,34474,0
jacket_hood_2700,jacket_hood_0QNMKE4P91,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10572,20682,0,10496,20283,0
jacket_hood_2700,jacket_hood_0R0X1MDGAK,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10431,20401,0,9021,16431,0
jacket_hood_2700,jacket_hood_0RD5HX8KNT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,26068,51530,0,26058,49586,0
jacket_hood_2700,jacket_hood_0RHV0EKHOO,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,37088,73360,0,35004,65390,0
jacket_hood_2700,jacket_hood_0RXHAD47GT,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14543,28507,0,14058,26716,0
jacket_hood_2700,jacket_hood_0T85KY4A0C,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21879,43185,0,21776,42353,0
jacket_hood_2700,jacket_hood_0TCCF54U1M,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,16422,32429,0,15929,31003,0
jacket_hood_2700,jacket_hood_0TR4A0X89T,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23893,47140,0,23225,43146,0
jacket_hood_2700,jacket_hood_0TVMQQ7PFE,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,23459,46279,0,22008,41950,0
jacket_hood_2700,jacket_hood_0UO170AK2O,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,16741,32995,0,16246,31531,0
jacket_hood_2700,jacket_hood_0UYX73GGQB,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,28959,57304,0,28372,54087,0
jacket_hood_2700,jacket_hood_0V8BLKASM4,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,15570,30727,0,15570,30442,0
jacket_hood_2700,jacket_hood_0VNG6X79LP,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,14824,29161,0,14141,27143,0
jacket_hood_2700,jacket_hood_0W4B735Z01,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,10526,20535,0,9699,17827,0
jacket_hood_2700,jacket_hood_0WPTHUPMZ8,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,18275,35913,0,17844,34291,0
jacket_hood_2700,jacket_hood_0X3O8EOB3L,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21939,43181,0,21724,41186,0
jacket_hood_2700,jacket_hood_0Y8VCFM0NG,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,6039,11775,0,5281,9713,0
jacket_hood_2700,jacket_hood_0YH1F4LQN6,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,16961,33483,0,16057,30456,0
jacket_hood_2700,jacket_hood_0YJ0MMKFE9,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,13405,26427,0,13404,26156,0
jacket_hood_2700,jacket_hood_0Z27V7LF49,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12471,24419,0,12149,23168,0
jacket_hood_2700,jacket_hood_0Z4IXW8LKY,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,20865,41149,0,20364,39620,0
jacket_hood_2700,jacket_hood_0ZM29CJWIR,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,13488,26542,0,12457,22878,0
jacket_hood_2700,jacket_hood_0ZTT7OWAMH,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,18182,35883,0,18178,35675,0
jacket_hood_2700,jacket_hood_0ZYEMPM3CY,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,19326,38079,0,19259,37392,0
jacket_hood_2700,jacket_hood_10RL4A55IJ,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,17678,34841,0,16882,32511,0
jacket_hood_2700,jacket_hood_12FLUB1ZWP,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,18269,35936,0,17136,32382,0
jacket_hood_2700,jacket_hood_12M191R58U,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,18125,35699,0,18064,35219,0
jacket_hood_2700,jacket_hood_12PLI2Z9VO,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,12427,24333,0,12419,24053,0
jacket_hood_2700,jacket_hood_13DSSPM3CH,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,35591,70422,0,32973,61072,0
jacket_hood_2700,jacket_hood_13HWSGVT5C,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21308,41991,0,21307,41799,0
jacket_hood_2700,jacket_hood_13ZHI3MUQQ,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,37880,74970,0,36713,66522,0
jacket_hood_2700,jacket_hood_14C8ZWXZBE,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,20454,40344,0,20429,40025,0
jacket_hood_2700,jacket_hood_14HCHK0OR4,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,22254,43835,0,20668,39837,0
jacket_hood_2700,jacket_hood_14Q7NVT8GB,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,11925,23427,0,10800,20442,0
jacket_hood_2700,jacket_hood_15YJ6A2NB1,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,21231,41949,0,21183,41350,0
jacket_hood_2700,jacket_hood_15Z4HHYAHZ,100.0,1,1,1,1,1,1,1,1,1,9,47,18,9,11067,21768,0,9776,18449,0
